date,gross_compound_yield_pct
1988-08-31,11.43
1988-09-15,11.42
1988-09-30,11.01
1988-10-15,11.21
1988-10-31,11.47
1988-11-15,11.65
1988-11-30,11.83
1988-12-15,12.11
1988-12-31,12.07
1989-01-15,11.97
1989-01-31,11.78
1989-02-15,11.55
1989-02-28,11.97
1989-03-15,13.4
1989-03-31,13.59
1989-04-15,13.18
1989-04-30,12.47
1989-05-15,12.47
1989-05-31,12.06
1989-06-15,11.15
1989-06-30,10.73
1989-07-15,11.97
1989-07-31,12.8
1989-08-15,12.99
1989-08-31,12.95
1989-09-15,12.95
1989-09-30,12.53
1989-10-15,13.04
1989-10-31,13.28
1989-11-15,13.89
1989-11-30,14.05
1989-12-15,13.96
1989-12-31,13.37
1990-01-15,13.17
1990-01-31,12.91
1990-02-15,12.58
1990-02-28,12.81
1990-03-15,13.26
1990-03-31,13.29
1990-04-15,12.91
1990-04-30,12.66
1990-05-15,12.47
1990-05-31,11.84
1990-06-15,10.87
1990-06-30,11.11
1990-07-15,11.47
1990-07-31,11.56
1990-08-15,11.51
1990-08-31,11.7
1990-09-15,11.01
1990-09-30,10.33
1990-10-15,11.2
1990-10-31,11.7
1990-11-15,12.48
1990-11-30,13.48
1990-12-15,14.0
1990-12-31,14.05
1991-01-15,13.05
1991-01-31,12.82
1991-02-15,13.39
1991-02-28,13.46
1991-03-15,13.63
1991-03-31,12.67
1991-04-15,12.71
1991-04-30,12.48
1991-05-15,12.2
1991-05-31,11.97
1991-06-15,11.97
1991-06-30,12.29
1991-07-15,12.43
1991-07-31,12.52
1991-08-15,12.63
1991-08-31,12.71
1991-09-15,12.3
1991-09-30,12.11
1991-10-15,12.11
1991-10-31,11.97
1991-11-15,12.16
1991-11-30,12.9
1991-12-15,13.51
1991-12-31,13.98
1992-01-15,12.48
1992-01-31,12.07
1992-02-15,12.53
1992-02-29,12.81
1992-03-15,12.95
1992-03-31,13.09
1992-04-15,13.46
1992-04-30,13.51
1992-05-15,13.42
1992-05-31,13.46
1992-06-15,14.15
1992-06-30,14.52
1992-07-15,15.23
1992-07-31,15.7
1992-08-15,14.61
1992-08-31,15.84
1992-09-15,17.5
1992-09-30,18.23
1992-10-15,17.73
1992-10-31,14.41
1992-11-15,15.53
1992-11-30,15.28
1992-12-15,15.4
1992-12-31,14.05
1993-01-15,12.96
1993-01-31,12.3
1993-02-15,11.97
1993-02-28,12.15
1993-03-15,12.29
1993-03-31,12.61
1993-04-15,12.67
1993-04-30,12.11
1993-05-15,11.93
1993-05-31,11.24
1993-06-15,10.93
1993-06-30,10.48
1993-07-15,9.01
1993-07-31,10.23
1993-08-15,8.66
1993-08-31,9.4
1993-09-15,8.93
1993-09-30,8.84
1993-10-15,8.71
1993-10-31,9.24
1993-11-15,9.15
1993-11-30,8.81
1993-12-15,8.31
1993-12-31,8.14
1994-01-15,8.17
1994-01-31,8.28
1994-02-15,8.09
1994-02-28,8.83
1994-03-15,8.87
1994-03-31,8.92
1994-04-15,8.4
1994-04-30,8.66
1994-05-15,7.91
1994-05-31,8.13
1994-06-15,8.35
1994-06-30,8.78
1994-07-15,8.22
1994-07-31,8.72
1994-08-15,8.84
1994-08-31,9.29
1994-09-15,9.42
1994-09-30,9.06
1994-10-15,9.37
1994-10-31,9.51
1994-11-15,9.27
1994-11-30,9.17
1994-12-15,9.21
1994-12-31,9.31
1995-01-15,9.48
1995-01-31,9.43
1995-02-15,9.0
1995-02-28,9.92
1995-03-15,11.11
1995-03-31,11.84
1995-04-15,11.1
1995-04-30,11.48
1995-05-15,10.23
1995-05-31,10.79
1995-06-15,11.02
1995-06-30,11.19
1995-07-15,10.95
1995-07-31,11.01
1995-08-15,10.8
1995-08-31,10.48
1995-09-15,10.46
1995-09-30,10.96
1995-10-15,10.73
1995-10-31,11.3
1995-11-15,10.84
1995-11-30,10.73
1995-12-15,10.23
1995-12-31,10.69
1996-01-15,10.05
1996-01-31,9.71
1996-02-15,9.21
1996-02-29,10.16
1996-03-15,9.6
1996-03-31,9.96
1996-04-15,9.56
1996-04-30,9.18
1996-05-15,9.02
1996-05-31,8.93
1996-06-15,8.76
1996-06-30,8.25
1996-07-15,8.7
1996-07-31,8.56
1996-08-15,8.69
1996-08-31,8.71
1996-09-15,8.13
1996-09-30,8.09
1996-10-15,7.78
1996-10-31,7.65
1996-11-15,7.21
1996-11-30,7.08
1996-12-15,7.05
1996-12-31,6.92
1997-01-15,6.41
1997-01-31,7.14
1997-02-15,6.23
1997-02-28,6.9
1997-03-15,6.13
1997-03-31,7.39
1997-04-15,6.16
1997-04-30,6.88
1997-05-15,6.68
1997-05-31,6.25
1997-06-15,6.73
1997-06-30,6.61
1997-07-15,6.61
1997-07-31,6.48
1997-08-15,6.65
1997-08-31,6.47
1997-09-15,6.12
1997-09-30,5.65
1997-10-15,6.48
1997-10-31,6.07
1997-11-15,6.04
1997-11-30,5.91
1997-12-15,5.65
1997-12-31,4.89
1998-01-15,5.62
1998-02-15,6.2
1998-03-15,5.73
1998-04-15,5.35
1998-05-15,5.17
1998-06-15,5.16
1998-07-15,4.74
1998-08-15,4.72
1998-09-15,4.88
1998-10-15,4.65
1998-11-15,4.16
1998-12-15,3.18
1999-01-15,3.14
1999-02-15,3.04
1999-03-15,3.03
1999-04-15,2.61
1999-05-15,2.57
1999-06-15,2.58
1999-07-15,2.5
1999-08-15,2.49
1999-09-15,2.45
1999-10-15,3.06
1999-11-15,3.03
2000-01-15,3.27
2000-02-15,3.35
2000-03-15,3.6
2000-04-15,3.89
2000-05-15,4.26
2000-07-15,4.25
2000-08-15,4.42
2000-09-15,4.72
2000-11-15,5.0245
2001-01-15,4.6922
2001-02-15,4.58
2001-03-15,4.6673
2001-04-15,4.4646
2001-05-15,4.6839
2001-06-15,4.3643
2001-07-15,4.3184
2001-08-15,4.2045
2001-09-15,4.0353
2001-10-15,3.3804
2001-11-15,3.1034
2001-12-15,3.0189
2002-01-15,3.2109
2002-02-15,3.1592
2002-03-15,3.2327
2002-04-15,3.2409
2002-05-15,3.2907
2002-06-15,3.3672
2002-07-15,3.1889
2002-08-15,2.9653
2002-09-15,3.1422
2002-10-15,2.9653
2002-11-15,2.8835
2003-01-15,2.585
2003-02-15,2.5396
2003-03-15,2.4262
2003-04-15,2.393
2003-05-15,2.2902
2003-06-15,1.9987
2003-07-15,2.0008
2003-08-15,1.9906
2003-09-15,2.0555
2003-10-15,2.0129
2003-11-15,2.0207
2004-01-15,1.9703
2004-02-15,1.9795
2004-03-15,1.9728
2004-04-15,1.9541
2004-05-15,2.005
2004-06-15,2.037
2004-07-15,2.0169
2004-08-15,1.9825
2004-09-15,2.0028
2004-10-15,1.9987
2005-01-15,2.0312
2005-03-15,2.041
2005-04-15,2.0474
2005-05-15,2.0231
2005-06-15,2.0329
2005-07-15,2.0352
2005-08-15,2.037
2005-09-15,2.0352
2005-10-15,2.0914
2006-01-15,2.3978
2006-03-15,2.5604
2006-04-15,2.6695
2006-05-15,2.799
2006-06-15,2.8517
2006-11-15,3.4212
2007-01-15,3.6578
2007-02-15,3.7331
2007-03-15,3.8263
2007-04-15,3.9023
2007-05-15,3.9782
2007-06-15,4.0768
2007-08-15,4.1469
2007-09-15,4.0727
2007-10-15,4.0399
2007-11-15,4.0317
2008-01-15,4.0311
2008-04-15,4.0519
2008-05-15,4.0934
2008-07-15,4.4191
2008-08-15,4.4144
2008-09-15,4.4604
2008-09-30,4.2952
2008-10-15,2.3748
2008-11-15,2.8219
2008-12-15,2.4868
2009-01-15,1.6692
2009-02-15,1.2118
2009-03-15,1.0833
2009-04-15,1.0571
2009-05-15,0.8849
2009-05-31,0.9352
2009-06-15,0.9947
2009-07-15,0.4929
2009-09-15,0.3856
2010-01-15,0.3695
2010-04-15,0.4096
2010-06-15,0.8386
2010-09-15,0.6847
2011-03-15,1.038
2011-09-15,1.9207
2011-10-15,1.747
2012-03-15,0.493
2012-04-15,1.2549
2012-05-15,0.8678
2012-09-15,0.7019
2012-10-15,0.7672
2013-04-15,0.2433
2013-09-15,0.51
2020-04-15,0.1882
2026-04-15,2.135
