date,gross_compound_yield_pct
1992-08-31,15.47
1992-09-15,17.9
1992-09-30,18.75
1992-10-15,18.49
1992-10-31,15.14
1992-11-15,15.32
1992-11-30,15.19
1992-12-15,15.34
1992-12-31,13.99
1993-01-15,12.66
1993-01-31,11.71
1993-02-15,11.88
1993-02-28,12.18
1993-03-15,12.11
1993-03-31,12.47
1993-04-15,12.8
1993-04-30,12.42
1993-05-15,12.02
1993-05-31,11.08
1993-06-15,10.73
1993-06-30,10.05
1993-07-15,9.62
1993-07-31,10.08
1993-08-15,9.56
1993-08-31,9.97
1993-09-15,9.73
1993-09-30,8.76
1993-10-15,8.44
1993-10-31,9.15
1993-11-15,9.38
1993-11-30,9.49
1993-12-15,8.69
1993-12-31,8.28
1994-01-15,8.64
1994-01-31,8.73
1994-02-15,8.78
1994-02-28,8.86
1994-03-15,8.79
1994-03-31,9.02
1994-04-15,8.78
1994-04-30,8.74
1994-05-15,8.24
1994-05-31,7.97
1994-06-15,8.24
1994-06-30,8.69
1994-07-15,8.92
1994-07-31,8.95
1994-08-15,9.14
1994-08-31,10.05
1994-09-15,10.05
1994-09-30,9.61
1994-10-15,9.84
1994-10-31,9.91
1994-11-15,9.66
1994-11-30,9.57
1994-12-15,9.51
1994-12-31,9.81
1995-01-15,10.1
1995-01-31,9.81
1995-02-15,9.48
1995-02-28,10.33
1995-03-15,11.43
1995-03-31,12.18
1995-04-15,11.32
1995-04-30,11.69
1995-05-15,10.39
1995-05-31,10.92
1995-06-15,10.98
1995-06-30,11.12
1995-07-15,10.97
1995-07-31,11.1
1995-08-15,10.86
1995-08-31,10.61
1995-09-15,10.32
1995-09-30,11.0
1995-10-15,10.83
1995-10-31,11.4
1995-11-15,10.76
1995-11-30,10.66
1995-12-15,10.25
1995-12-31,10.51
1996-01-15,10.02
1996-01-31,9.47
1996-02-15,9.15
1996-02-29,9.89
1996-03-15,9.62
1996-03-31,9.83
1996-04-15,9.48
1996-04-30,8.86
1996-05-15,8.77
1996-05-31,8.6
1996-06-15,8.54
1996-06-30,8.19
1996-07-15,8.48
1996-07-31,8.48
1996-08-15,8.7
1996-08-31,8.71
1996-09-15,8.33
1996-09-30,8.13
1996-10-15,7.79
1996-10-31,7.47
1996-11-15,7.11
1996-11-30,6.92
1996-12-15,6.92
1996-12-31,6.74
1997-01-15,6.62
1997-01-31,6.85
1997-02-15,6.67
1997-02-28,6.96
1997-03-15,6.45
1997-03-31,7.53
1997-04-15,6.09
1997-04-30,6.72
1997-05-15,6.42
1997-05-31,6.48
1997-06-15,6.59
1997-06-30,6.5
1997-07-15,6.49
1997-07-31,6.64
1997-08-15,6.68
1997-08-31,6.48
1997-09-15,6.26
1997-09-30,5.82
1997-10-15,6.19
1997-10-31,5.85
1997-11-15,5.9
1997-11-30,5.75
1997-12-15,5.52
1997-12-31,4.99
1998-01-15,5.32
1998-01-31,5.71
1998-02-15,5.81
1998-02-28,5.78
1998-03-15,5.28
1998-03-31,5.07
1998-04-30,4.92
1998-05-31,4.87
1998-06-30,4.86
1998-07-31,4.65
1998-08-31,4.6
1998-09-30,4.18
1998-10-31,3.94
1998-11-30,3.67
1998-12-31,2.85
1999-01-31,2.97
1999-02-28,3.01
1999-03-31,2.94
1999-04-30,2.58
1999-05-31,2.57
1999-06-30,2.71
1999-07-31,2.86
1999-08-31,2.91
1999-09-30,2.92
1999-10-31,3.43
1999-11-30,3.37
1999-12-31,3.45
2000-01-31,3.55
2000-02-29,3.78
2000-03-31,3.99
2000-04-30,4.17
2000-05-31,4.56
2000-06-30,4.58
2000-07-15,3.85
2000-07-31,4.83
2000-08-31,5.01
2000-09-30,4.94
2000-10-31,5.1088
2000-11-30,4.9905
2000-12-31,4.7773
2001-01-31,4.6302
2001-02-28,4.7039
2001-03-31,4.3444
2001-04-30,4.685
2001-05-31,4.467
2001-06-30,4.2516
2001-07-31,4.3232
2001-08-31,4.1233
2001-09-30,3.4524
2001-10-31,3.3666
2001-11-30,3.2149
2001-12-31,3.1536
2002-01-31,3.3708
2002-02-28,3.3499
2002-03-31,3.5312
2002-04-30,3.4589
2002-05-31,3.5998
2002-06-30,3.4619
2002-07-31,3.2985
2002-08-31,3.2564
2002-09-30,3.0326
2002-10-31,3.0267
2002-11-30,2.8673
2002-12-31,2.7273
2003-01-31,2.6099
2003-02-28,2.3286
2003-03-31,2.3707
2003-04-30,2.4023
2003-05-31,2.1017
2003-06-30,1.9234
2003-07-31,1.9907
2003-08-31,2.0813
2003-09-30,2.0333
2003-10-31,2.1017
2003-11-30,2.0873
2003-12-31,2.0572
2004-01-31,1.9997
2004-02-29,1.9762
2004-03-31,1.8328
2004-04-30,1.9977
2004-05-31,2.0596
2004-06-30,2.0907
2004-07-31,2.1094
2004-08-31,2.0642
2004-09-30,2.116
2004-10-31,2.0813
2004-11-30,2.0956
2004-12-31,2.1139
2005-01-31,2.0875
2005-02-28,2.1008
2005-03-31,2.1287
2005-04-30,2.0653
2005-05-31,2.0475
2005-06-30,2.015
2005-07-31,2.056
2005-08-31,2.0642
2005-09-30,2.0894
2005-10-31,2.2121
2005-11-30,2.4516
2005-12-31,2.5287
2006-01-31,2.5706
2006-02-28,2.642
2006-03-31,2.8198
2006-04-30,2.8532
2006-05-31,2.9705
2006-06-30,3.1402
2006-07-31,3.1938
2006-08-31,3.2976
2006-09-30,3.406
2006-10-31,3.5634
2006-11-30,3.606
2006-12-31,3.6971
2007-01-31,3.7839
2007-02-28,3.8659
2007-03-31,3.9197
2007-04-30,4.0215
2007-05-31,4.1358
2007-06-30,4.1813
2007-07-31,4.2482
2007-08-31,4.0603
2007-09-30,4.0551
2007-10-31,4.0099
2007-11-30,4.0099
2007-12-31,3.9853
2008-01-31,3.8296
2008-02-29,3.8987
2008-03-31,4.1714
2008-04-30,4.0776
2008-05-31,4.1674
2008-06-30,4.4861
2008-07-31,4.4334
2008-08-31,4.3866
2008-09-30,4.2853
2008-10-31,2.9415
2008-11-30,2.4783
2008-12-31,1.9114
2009-01-31,1.4841
2009-02-28,1.2394
2009-03-31,1.1709
2009-04-30,1.0728
2009-05-31,1.0255
2009-06-30,0.7584
2009-07-31,0.5949
2009-08-31,0.5508
2009-09-30,0.5528
2009-10-31,0.629
2009-11-30,0.6801
2009-12-31,0.6089
2010-01-31,0.5598
2010-02-28,0.647
2010-03-31,0.5678
2010-04-30,0.8156
2010-05-31,1.3313
2010-06-30,0.9813
2010-07-31,1.0366
2010-08-31,0.9603
2010-09-30,1.0638
2010-10-31,1.2066
2010-11-30,1.4884
2010-12-31,1.7053
2011-01-31,1.4261
2011-02-28,1.3112
2011-03-31,1.4008
2011-04-30,1.6657
2011-05-31,1.6638
2011-06-30,1.9978
2011-07-31,2.2815
2011-08-31,2.1514
2011-09-30,3.0944
2011-10-31,3.5659
2011-11-30,6.608
2011-12-31,3.2776
2012-01-31,1.9786
2012-02-29,1.2056
2012-03-31,1.1221
2012-04-30,1.7797
2012-05-31,2.1149
2012-06-30,2.9783
2012-07-31,2.4688
2012-08-31,1.5913
2012-09-30,1.5087
2012-10-31,1.3516
2012-11-30,0.9211
2012-12-31,0.9513
2013-01-31,0.7324
2013-02-28,1.2408
2013-03-31,0.8327
2013-04-30,0.5037
2013-05-31,0.5388
2013-06-30,1.0547
2013-07-31,0.8006
2013-08-31,0.888
2013-09-30,0.7826
2013-10-31,0.63
2013-11-30,0.5398
2013-12-31,0.8288
2014-01-31,0.5909
2014-02-28,0.4556
2014-03-31,0.5047
2014-04-30,0.5949
2014-05-31,0.4926
2014-06-30,0.3093
2014-07-31,0.2362
2014-08-31,0.1361
2014-09-30,0.2322
2014-10-31,0.3794
2014-11-30,0.2722
2014-12-31,0.2973
2015-01-15,0.2973
2015-01-31,0.1601
2015-02-28,0.0901
2015-03-31,0.0401
2015-04-30,0.0
2015-05-31,0.0041
2015-06-30,0.0601
2015-07-31,0.0071
2015-08-31,0.0071
2015-09-30,0.0231
2015-10-31,-0.055
2015-11-30,-0.112
2016-01-15,-0.038
2016-01-31,-0.08
2016-02-29,-0.042
2016-03-31,-0.05
2016-04-30,-0.172
2016-05-31,-0.2619
2016-06-30,-0.15
2016-07-31,-0.185
2016-08-31,-0.2359
2016-09-30,-0.2569
2016-10-31,-0.2948
2016-11-30,-0.199
2017-01-15,-0.3168
2017-01-31,-0.2858
2017-02-28,-0.2938
2017-03-31,-0.2938
2017-04-30,-0.3258
2017-05-31,-0.3577
2017-06-30,-0.3717
2017-07-31,-0.3617
2017-08-31,-0.3557
2017-09-30,-0.3817
2017-10-31,-0.3997
2017-11-30,-0.4356
2018-01-15,-0.4565
2018-01-31,-0.4166
2018-02-28,-0.4027
2018-03-31,-0.4296
2018-04-30,-0.4206
2018-05-31,1.2167
2018-06-30,0.0921
2018-07-31,0.0661
2018-08-31,0.4385
2018-09-30,0.2062
2018-10-31,0.1591
2018-11-30,0.1631
2019-01-15,0.2152
2019-01-31,-0.025
2019-02-28,-0.007
2019-03-31,-0.062
2019-04-30,-0.028
2019-05-31,-0.048
2019-06-30,-0.063
2019-07-31,-0.2099
2019-08-31,-0.2169
2019-09-30,-0.2239
2019-10-31,-0.2129
2019-11-30,-0.2149
2020-01-15,-0.2209
2020-01-31,-0.3547
2020-02-29,-0.2868
2020-03-31,0.0551
2020-04-30,0.2272
2020-05-31,0.0121
2020-06-30,-0.2239
2020-07-31,-0.2759
2020-08-31,-0.3298
2020-09-30,-0.3917
2020-10-31,-0.4775
2020-11-30,-0.5174
2021-01-15,-0.5194
2021-01-31,-0.4476
2021-02-28,-0.4286
2021-03-31,-0.4855
2021-04-30,-0.4805
2021-05-31,-0.5034
2021-06-30,-0.5204
2021-07-31,-0.5234
2021-08-31,-0.5184
2021-09-30,-0.5443
2021-10-31,-0.5493
2021-11-30,-0.5623
2022-01-31,-0.4875
2022-02-28,-0.4835
2022-03-31,-0.4875
2022-04-30,-0.3078
2022-05-31,-0.088
2022-07-31,0.629
2022-08-31,0.8117
2022-09-30,1.9877
2022-10-31,2.0596
2022-11-30,2.3374
2023-01-31,2.8418
2023-02-28,3.0768
2023-03-31,3.0994
2023-04-30,3.3608
2023-05-31,3.5586
2023-06-30,3.7252
2023-07-31,3.8506
2023-08-31,3.8713
2023-09-30,4.0368
2023-10-31,4.0225
2023-11-30,3.8957
2024-01-31,3.8052
2024-03-31,3.7993
2024-05-31,3.6809
2024-07-31,3.5483
2024-09-30,3.136
2024-11-30,2.7424
2025-01-31,2.552
2025-03-31,2.2807
2025-05-31,1.9908
2025-07-31,2.0028
2025-09-30,2.044
2025-11-30,2.036
2026-01-31,2.04
2026-03-31,2.482
2026-05-31,2.411
2026-06-30,2.479
2026-07-31,2.567
