date,gross_compound_yield_pct
1980-01-01,13.636363636363624
1980-02-01,14.505037423417866
1980-03-01,15.008625646923512
1980-04-01,15.540150202195257
1980-05-01,15.540150202195257
1980-06-01,15.540150202195257
1980-07-01,15.540150202195257
1980-08-01,15.540150202195257
1980-09-01,15.540150202195257
1980-10-01,16.550116550116556
1980-11-01,16.550116550116556
1980-12-01,16.144018583042975
1981-01-01,16.550116550116556
1981-02-01,16.550116550116556
1981-03-01,18.97679952409281
1981-04-01,18.97679952409281
1981-05-01,19.189511323003572
1981-06-01,19.61722488038278
1981-07-01,19.68880909634949
1981-08-01,19.976004799040204
1981-09-01,19.976004799040204
1984-01-15,17.250918294099392
1984-01-31,16.772811692200907
1984-02-15,16.501356840400973
1984-02-29,15.9622209481177
1984-03-15,15.874855156431057
1984-03-31,15.807759119861032
1984-04-15,15.6737998843262
1984-04-30,15.6737998843262
1984-05-15,15.340253748558252
1984-05-31,15.340253748558252
1984-06-15,15.207373271889413
1984-06-30,15.207373271889413
1984-07-15,15.207373271889413
1984-07-31,15.207373271889413
1984-08-15,15.207373271889413
1984-08-31,15.207373271889413
1984-09-15,15.207373271889413
1984-09-30,15.207373271889413
1984-10-15,15.141047783534844
1984-10-31,15.141047783534844
1984-11-15,15.008625646923512
1984-11-30,14.876507754164269
1984-12-15,14.744693057946057
1984-12-31,14.678899082568808
1985-01-15,13.99154293754461
1985-01-31,13.695138871898283
1985-02-15,13.442994895065219
1985-02-28,13.338321055459623
1985-03-15,13.378684807256235
1985-03-31,13.378684807256235
1985-04-15,13.967594893219836
1985-04-30,13.99154293754461
1985-05-15,13.984203239906968
1985-05-31,13.743822285104223
1985-06-15,13.943558290952396
1985-06-30,13.943558290952396
1985-07-15,13.903148613871164
1985-07-31,13.99154293754461
1985-08-15,14.02508551881414
1985-08-31,14.039176317270652
1985-09-15,13.878986901524248
1985-09-30,13.646093690304184
1985-10-15,13.22446790861882
1985-10-31,13.186466943457598
1985-11-15,13.186191284663273
1985-11-30,13.14868348638667
1985-12-15,13.173514924458463
1985-12-31,13.135463042593631
1986-01-15,13.186191284663273
1986-01-31,13.186191284663273
1986-02-15,13.3533661097464
1986-02-28,13.03228041769
1986-03-15,13.046187874011572
1986-03-31,12.855735048051486
1986-04-15,12.485939257592804
1986-04-30,11.731843575418988
1986-05-15,11.234705228031139
1986-05-31,10.957838891205895
1986-06-15,10.650144629393733
1986-06-30,10.55831951354338
1986-07-15,10.55831951354338
1986-07-31,10.55831951354338
1986-08-15,10.375275938189855
1986-08-31,10.255398569075513
1986-09-15,10.071546505228412
1986-09-30,10.314396028681738
1986-10-15,10.192837465564741
1986-10-31,10.071546505228412
1986-11-15,10.014000198236772
1986-11-30,10.014000198236772
1986-12-15,10.011001100109995
1986-12-31,10.011001100109995
1987-01-15,10.011001100109995
1987-01-31,9.91858558696177
1987-02-15,9.833645867643037
