date,gross_compound_yield_pct
1998-03-15,4.71
1998-03-31,4.71
1998-04-15,4.67
1998-04-30,4.66
1998-05-15,4.58
1998-05-31,4.61
1998-06-15,4.57
1998-06-30,4.58
1998-07-15,4.35
1998-07-31,4.4
1998-08-15,4.29
1998-08-31,4.21
1998-09-15,4.06
1998-09-30,3.94
1998-10-15,3.91
1998-11-15,3.8
1998-12-15,3.16
1999-01-15,3.1
1999-02-15,3.02
1999-03-15,3.06
1999-04-15,2.7
1999-05-15,2.67
1999-06-15,2.78
1999-07-15,2.99
1999-08-15,3.2
1999-09-15,3.19
1999-10-15,3.57
1999-11-15,3.53
1999-12-15,3.69
2000-01-15,3.89
2000-02-15,4.01
2000-03-15,4.22
2000-04-15,4.27
2000-05-15,4.67
2000-06-15,4.94
2000-07-15,4.97
2000-08-15,5.07
2000-09-15,5.21
2000-10-15,5.0944
2000-11-15,5.1346
2000-12-15,4.6374
2001-01-15,4.4723
2001-02-15,4.4615
2001-03-15,4.4712
2001-04-15,4.1886
2001-05-15,4.4928
2001-06-15,4.251
2001-07-15,4.2424
2001-08-15,4.0325
2001-09-15,3.9146
2001-10-15,3.325
2001-11-15,2.9807
2001-12-15,3.202
2002-01-15,3.382
2002-02-15,3.4941
2002-03-15,3.6841
2002-04-15,3.7779
2002-05-15,3.6081
2002-06-15,3.8394
2002-07-15,3.6198
2002-08-15,3.2713
2002-09-15,3.2098
2002-10-15,2.8897
2002-11-15,2.8674
2002-12-15,2.7586
2003-01-15,2.4166
2003-02-15,2.4177
2003-03-15,2.2112
2003-04-15,2.2966
2003-05-15,2.1771
2003-06-15,1.8598
2003-07-15,1.9477
2003-08-15,2.161
2003-09-15,2.1845
2003-10-15,2.1865
2003-11-15,2.3694
2003-12-15,2.3007
2004-01-15,2.0691
2004-02-15,2.0896
2004-03-15,1.9777
2004-04-15,2.027
2004-05-15,2.2379
2004-06-15,2.306
2004-07-15,2.2359
2004-08-15,2.1914
2004-09-15,2.2833
2004-10-15,2.209
2004-11-15,2.2616
2004-12-15,2.1596
2005-01-15,2.2102
2005-02-15,2.1833
2005-03-15,2.2111
2005-04-15,2.1872
2005-05-15,2.0738
2005-06-15,2.0023
2005-07-15,2.0707
2005-08-15,2.1637
2005-09-15,2.104
2005-10-15,2.2902
2005-11-15,2.5669
2005-12-15,2.6407
2006-01-15,2.7148
2006-02-15,2.7708
2006-03-15,2.9399
2006-04-15,3.0547
2006-05-15,3.245
2006-06-15,3.2093
2006-07-15,3.4283
2006-08-15,3.4463
2006-09-15,3.6034
2006-10-15,3.6257
2006-11-15,3.6951
2006-12-15,3.7256
2007-01-15,3.88
2007-02-15,3.9163
2007-03-15,3.9504
2007-04-15,4.0924
2007-05-15,4.177
2007-06-15,4.3415
2007-07-15,4.383
2007-08-15,4.2465
2007-09-15,4.0409
2007-10-15,4.0053
2007-11-15,4.0005
2007-12-15,4.0101
2008-01-15,3.9489
2008-02-15,3.4104
2008-03-15,3.7918
2008-04-15,3.9461
2008-05-15,4.0336
2008-06-15,4.5789
2008-07-15,4.5294
2008-08-15,4.3015
2008-09-15,4.3045
2008-10-15,3.0613
2008-11-15,2.6354
2008-12-15,2.6324
2009-01-15,1.8394
2009-02-15,1.3737
2009-03-15,1.3147
2009-04-15,1.3609
2009-05-15,1.1369
2009-06-15,1.2719
2009-07-15,0.8589
2009-08-15,0.9509
2009-09-15,0.741
2009-10-15,0.9209
2009-11-15,0.862
2009-12-15,1.0159
2010-01-15,0.795
2010-02-15,0.9829
2010-03-15,0.8999
2010-04-15,0.9329
2010-05-15,1.4418
2010-06-15,1.3769
2010-07-15,1.399
2010-08-15,1.3739
2010-09-15,1.4279
2010-10-15,1.4409
2010-11-15,1.7778
2010-12-15,2.0137
2011-01-15,2.0666
2011-02-15,1.8618
2011-03-15,2.0977
2011-04-15,1.9797
2011-05-15,2.1057
2011-06-15,2.1467
2011-07-15,3.6688
2011-08-15,2.9583
2011-09-15,4.1519
2011-10-15,3.5688
2011-11-15,6.084
2011-12-15,5.9496
2012-01-15,2.7346
2012-02-15,2.2297
2012-03-15,1.4049
2012-04-15,2.8399
2012-05-15,2.3397
2012-06-15,3.9712
2012-07-15,2.6969
2012-08-15,2.7666
2012-09-15,1.6919
2012-10-15,1.9408
2012-11-15,1.7619
2012-12-15,1.4559
2013-01-15,0.864
2013-02-15,1.094
2013-03-15,1.2799
2013-04-15,0.922
2013-05-15,0.703
2013-06-15,0.962
2013-07-15,1.0779
2013-08-15,1.053
2013-09-15,1.34
2013-10-15,0.999
2013-11-15,0.688
2013-12-15,0.707
2014-01-15,0.735
2014-02-15,0.676
2014-03-15,0.592
2014-04-15,0.589
2014-05-15,0.65
2014-06-15,0.495
2014-07-15,0.387
2014-08-15,0.279
2014-09-15,0.271
2014-10-15,0.301
2014-11-15,0.335
2014-12-15,0.418
2015-01-15,0.243
2015-02-15,0.209
2015-03-15,0.079
2015-04-15,0.013
2015-05-15,0.027
2015-06-15,0.061
2015-07-15,0.124
2015-08-15,0.011
2015-09-15,0.028
2015-10-15,0.023
2015-11-15,-0.0301
2015-12-15,-0.0031
2016-01-15,-0.0741
2016-02-15,-0.0321
2016-03-15,-0.0681
2016-04-15,-0.0811
2016-05-15,-0.1401
2016-06-15,-0.1221
2016-07-15,-0.1761
2016-08-15,-0.1901
2016-09-15,-0.1751
2016-10-15,-0.2381
2016-11-15,-0.2171
2016-12-15,-0.1961
2017-01-15,-0.2501
2017-02-15,-0.2471
2017-03-15,-0.2261
2017-04-15,-0.2391
2017-05-15,-0.3041
2017-06-15,-0.3511
2017-07-15,-0.3521
2017-08-15,-0.3371
2017-09-15,-0.3261
2017-10-15,-0.3341
2017-11-15,-0.3951
2017-12-15,-0.4071
2018-01-15,-0.4201
2018-02-15,-0.4011
2018-03-15,-0.4031
2018-04-15,-0.3991
2018-05-15,-0.3611
2018-06-15,0.55
2018-07-15,0.337
2018-08-15,0.679
2018-09-15,0.436
2018-10-15,0.949
2018-11-15,0.63
2018-12-15,0.37
2019-01-15,0.285
2019-02-15,0.181
2019-03-15,0.06
2019-04-15,0.07
2019-05-15,0.122
2019-06-15,0.069
2019-07-15,-0.0611
2019-08-15,0.107
2019-09-15,-0.2261
2019-10-15,-0.2191
2019-11-15,-0.1351
2019-12-15,-0.1911
2020-01-15,-0.2421
2020-02-15,-0.3191
2020-03-15,0.072
2020-04-15,0.534
2020-05-15,0.248
2020-06-15,0.014
2020-07-15,-0.1241
2020-08-15,-0.1921
2020-09-15,-0.2251
2020-10-15,-0.4361
2020-11-15,-0.4781
2020-12-15,-0.4981
2021-01-15,-0.4781
2021-02-15,-0.4541
2021-03-15,-0.4211
2021-04-15,-0.4361
2021-05-15,-0.4431
2021-06-15,-0.4901
2021-07-15,-0.4591
2021-08-15,-0.5131
2021-09-15,-0.4771
2021-10-15,-0.4741
2021-11-15,-0.5331
2021-12-15,-0.4671
2022-01-15,-0.4441
2022-02-15,-0.3241
2022-03-15,-0.4361
2022-04-15,-0.1051
2022-05-15,0.121
2022-06-15,0.893
2022-07-15,0.722
2022-08-15,0.994
2022-09-15,2.0907
2022-10-15,2.5317
2022-11-15,2.6896
2022-12-15,2.6686
2023-01-15,3.0855
2023-02-15,3.1784
2023-03-15,3.612
2023-03-31,2.9647
2023-04-15,3.31277
2023-05-15,3.4587
2023-06-15,3.636
2023-06-30,3.6671
2023-07-15,3.9462
2023-07-31,3.8471
2023-08-15,3.8188
2023-08-31,3.7724
2023-09-15,3.872
2023-10-15,3.9406
2023-11-15,3.8588
2023-12-15,3.5272
2024-01-15,3.4407
2024-02-15,3.521
2024-02-29,3.78845
2024-03-15,3.5452
2024-03-31,3.7932
2024-04-15,3.5319
2024-05-15,3.5452
2024-06-15,3.5833
2024-07-15,3.4819
2024-08-15,3.1114
2024-09-15,2.8916
2024-10-15,2.8585
2024-11-15,2.6946
2024-12-15,2.4107
2025-01-15,2.5166
2025-02-15,2.3228
2025-03-15,2.3367
2025-04-15,2.1217
2025-05-15,1.9588
2025-06-15,1.9828
2025-07-15,1.9608
2025-08-15,2.0118
2025-09-15,2.03
2025-10-15,2.05
2025-11-15,2.063
2025-12-15,2.181
2026-01-15,2.112
2026-02-15,2.068
2026-03-15,2.372
2026-04-15,2.604
2026-05-15,2.699
2026-06-15,2.695
2026-07-15,2.69
2026-08-15,2.768
